event_id,title,date,latitude,longitude,state,location_description,trigger,size,fatalities,injuries,source
7036,"Mahendra village, Thana Line, Tingling Garden village in Mirik",07-01-2015 00:00,26.8352,88.1881,West Bengal,"Mahendra village, Thana Line, Tingling Garden village in Mirik",downpour,large,42,0,ISRO / NRSC Landslide Inventory & GLC
1106,"(Okai Tea Garden) Mirik, Darjeeling, West Bengal",08/20/2009 12:00:00 AM,26.8992,88.1667,Bengal,"(Okai Tea Garden) Mirik, Darjeeling, West Bengal",continuous_rain,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
2420,"Tuikual 'C', Aizawl, Mizoram",09/13/2010 12:00:00 AM,23.72988966,92.71495623,Mizoram,"Tuikual 'C', Aizawl, Mizoram",downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
264,Guwahati,09/13/2007 12:00:00 AM,26.1833,91.8,Assam,Guwahati,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2034,"Toy Train rails between Siliguri and Darjeeling, West Bengal",07-04-2010 00:00,26.8712,88.3052,Bengal,"Toy Train rails between Siliguri and Darjeeling, West Bengal",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
251,Hingdam village in South Sikkim,09-09-2007 00:00,27.1667,88.35,Sikkim,Hingdam village in South Sikkim,rain,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
4373,Jawaharlal Nehru Marg,05/30/2012 12:00:00 AM,26.876,75.8101,Rajasthan,Jawaharlal Nehru Marg,downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
6214,Jorabat-Umiam route,10-05-2014 17:45,25.9702,91.8587,Meghalaya,Jorabat-Umiam route,rain,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
3944,"Hee-Khola, Sikkim",08/25/2011 12:00:00 AM,27.7344,88.633,NER,"Hee-Khola, Sikkim",downpour,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
4411,"Tathangchen, Gangtok, Sikkim ",06/14/2012 04:00:00 AM,27.339,88.6065,Sikkim,"Tathangchen, Gangtok, Sikkim ",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
252,"Mao in Manipur, Phipema and Chunikhudima in Nagaland",09-09-2007 00:00,25.4993,94.1192,Nāgāland,"Mao in Manipur, Phipema and Chunikhudima in Nagaland",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
142,Tura,07/27/2007 12:00:00 AM,25.5212,90.232,Meghālaya,Tura,rain,large,8,0,ISRO / NRSC Landslide Inventory & GLC
7384,"Wayang, Khengjoi",08-01-2015 00:00,23.9278,94.0906,Manipur,"Wayang, Khengjoi",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
211,Tamenglong,08/26/2007 12:00:00 AM,24.9667,93.55,Manipur,Tamenglong,continuous_rain,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
4384,"between Haflong and  Bagetar, Assam",06-03-2012 00:00,25.1775,93.0123,Assam,"between Haflong and  Bagetar, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7033,NH-55 at Merry Villa,06/29/2015 12:00:00 AM,27.0161,88.2478,West Bengal,NH-55 at Merry Villa,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4383,"between Maibang and Daotohaja, Assam",06-03-2012 00:00,25.3056,93.1265,Assam,"between Maibang and Daotohaja, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7375,Ukhrul NH 201-Jessami road,08-01-2015 00:00,25.1941,94.4481,Manipur,Ukhrul NH 201-Jessami road,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2163,"Maram area in Senapati district, National Highway 39",07/29/2010 12:00:00 AM,25.4196,94.1054,Nāgāland,"Maram area in Senapati district, National Highway 39",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6967,"Darjeeling Heritage Railway, Darjeeling",06/13/2015 06:30:00 AM,27.0165,88.2476,West Bengal,"Darjeeling Heritage Railway, Darjeeling",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3932, Botsa  and Chiechama,08/18/2011 12:00:00 AM,25.83,94.13,Nāgāland, Botsa  and Chiechama,monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4861,"Khongsang, Tamenglong, Manipur,",05-12-2013 00:00,24.9926,93.4946,Assam,"Khongsang, Tamenglong, Manipur,",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1093,"Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling",08/16/2009 12:00:00 AM,26.88211522,88.3195318,Bengal,"Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling",downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
7972,"Mizoram, India",08/28/2015 01:45:00 AM,23.4495,92.8112,Mizoram,"Mizoram, India",downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
3831,Heibok Hills,07/22/2011 12:00:00 AM,24.7992,93.948,Manipur,Heibok Hills,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5584,"Nilachal Hill, Guwahati, Assam",10-06-2013 00:00,26.1665,91.7049,Assam,"Nilachal Hill, Guwahati, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1986,"Fazl Ali College, Mokokchung, Nagaland",06/15/2010 12:00:00 AM,26.3335,94.5512,Nāgāland,"Fazl Ali College, Mokokchung, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7387,Imphal-Ukhrul road,08-01-2015 00:00,24.954,94.2156,Manipur,Imphal-Ukhrul road,continuous_rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
2573,"Haflong, Assam",10-09-2010 00:00,25.1796,93.0083,Assam,"Haflong, Assam",downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
319,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",10/19/2007 12:00:00 AM,25.4379,94.1162,Nāgāland,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
313,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",10/16/2007 12:00:00 AM,25.7055,94.0132,Nāgāland,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",rain,large,0,0,ISRO / NRSC Landslide Inventory & GLC
2456,"near Bagri Glacier(?), Gopeswar(Gopeshwar), Chamoli district, Uttarakhand",09/19/2010 12:00:00 AM,30.7991,79.4356,Uttarakhand,"near Bagri Glacier(?), Gopeswar(Gopeshwar), Chamoli district, Uttarakhand",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9010,"Hoj-Potin Highway, Arunachal Pradesh, India",07/16/2016 12:00:00 AM,27.3034,93.804,Arunachal Pradesh,"Hoj-Potin Highway, Arunachal Pradesh, India",downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
2539,"Mosing village, Upper Siang district, Arunachal Pradesh",10-03-2010 00:00,28.3092,95.4149,Arunāchal Pradesh,"Mosing village, Upper Siang district, Arunachal Pradesh",downpour,medium,10,0,ISRO / NRSC Landslide Inventory & GLC
6331,Kiphire-Seyochung road near Yangzitong village,09-08-2014 00:00,25.9466,94.6279,Nagaland,Kiphire-Seyochung road near Yangzitong village,unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5485,"Chungthang, Sikkim",09-08-2013 00:00,27.6047,88.6463,NER,"Chungthang, Sikkim",rain,medium,1,2,ISRO / NRSC Landslide Inventory & GLC
94,National Highway 31A at Sevoke,06/15/2007 12:00:00 AM,26.8096,88.526,Bengal,National Highway 31A at Sevoke,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1987,"rails between Mahur and Wadringdisa(?), Assam",06/15/2010 12:00:00 AM,25.2269,93.1658,Assam,"rails between Mahur and Wadringdisa(?), Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2043,"Mon, Nagaland",07-06-2010 00:00,26.7225,95.0281,Nāgāland,"Mon, Nagaland",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7910,Chandel,08-01-2015 00:00,24.3481,94.1146,Manipur,Chandel,unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6775,Kailashpur hill,02/14/2015 12:00:00 AM,26.1468,91.6469,Assam,Kailashpur hill,mining,small,1,2,ISRO / NRSC Landslide Inventory & GLC
1776,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,04/21/2010 12:00:00 AM,25.3612,92.2845,Meghālaya,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6786,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",02/19/2015 11:00:00 PM,24.6108,92.562,Assam,,mining,medium,2,1,ISRO / NRSC Landslide Inventory & GLC
6291,National Highway 51,09/21/2014 12:00:00 AM,25.7354,90.3852,Meghalaya,National Highway 51,continuous_rain,large,0,0,ISRO / NRSC Landslide Inventory & GLC
6213,Meghalaya,09/24/2014 12:00:00 AM,25.8143,90.5763,Meghalaya,Meghalaya,continuous_rain,large,0,0,ISRO / NRSC Landslide Inventory & GLC
2415,power lines 5 km from Kohima,09-12-2010 00:00,25.63961883,94.11112157,Nāgāland,power lines 5 km from Kohima,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9336,"Ramchandi , Hailakandi District, Assam, India",05/18/2016 08:00:00 AM,24.5308,92.5121,Assam,"Ramchandi , Hailakandi District, Assam, India",continuous_rain,small,1,0,ISRO / NRSC Landslide Inventory & GLC
9604,Legship,10-12-2016 00:00,27.2676,88.2891,Sikkim,Legship,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1170,Tindharia and Rong Tong,09/18/2009 12:00:00 AM,26.8342,88.2798,Bengal,Tindharia and Rong Tong,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7837,three graveyards within Aizawl,08/27/2015 12:00:00 AM,23.7269,92.7265,Mizoram,three graveyards within Aizawl,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7267,NH-2 between Senapati and Mao,07/22/2015 12:00:00 AM,25.3908,94.0926,Manipur,NH-2 between Senapati and Mao,continuous_rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
4848,"Purba Simna, Tripura",05-08-2013 00:00,24.0896,91.4663,Tripura,"Purba Simna, Tripura",rain,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
3617,Pankhabari and Rohini routes in Kurseong,06/17/2011 11:00:00 PM,26.84850975,88.26181745,Bengal,Pankhabari and Rohini routes in Kurseong,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9122,"Noonmati, Guwahati, Assam, India",07/20/2016 12:00:00 AM,26.1966,91.802,Assam,"Noonmati, Guwahati, Assam, India",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2574,"between Mahur and Maigrandisa(?) or Lumding, Assam",10-09-2010 00:00,25.4749,93.1477,Assam,"between Mahur and Maigrandisa(?) or Lumding, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6282,Lalmati,09/22/2014 12:00:00 AM,26.1097,91.7747,Assam,Lalmati,rain,small,1,0,ISRO / NRSC Landslide Inventory & GLC
2263,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",08/17/2010 12:00:00 AM,26.2753,94.6654,Nāgāland,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
620,Kalimpong,06/30/2008 12:00:00 AM,27.0771,88.482,Bengal,Kalimpong,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6289,Pamohi,09/22/2014 12:00:00 AM,26.1001,91.6849,Assam,Pamohi,rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
9087,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",07/19/2016 12:00:00 AM,28.235,94.9612,Arunachal Pradesh,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2279,"NH 31A at Likhuvir(?), near Teesta Bazar, 42nd Km marker(?), Kalimpong, West Bengal cutting off Sikkim and Kalimpong",08/19/2010 12:00:00 AM,26.9722,88.4481,Bengal,"NH 31A at Likhuvir(?), near Teesta Bazar, 42nd Km marker(?), Kalimpong, West Bengal cutting off Sikkim and Kalimpong",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1030,"Darjeeling Sadar, Darjeeling West Bengal",05/26/2009 12:00:00 AM,27.04357147,88.26522126,Bengal,"Darjeeling Sadar, Darjeeling West Bengal",tropical_cyclone,medium,14,0,ISRO / NRSC Landslide Inventory & GLC
130,Guwahati,07/19/2007 12:00:00 AM,26.1699,91.7986,Assam,Guwahati,rain,medium,6,0,ISRO / NRSC Landslide Inventory & GLC
