slope,elevation,aspect_deg,historical_density,dist_to_road_m,dist_to_drainage_m,geology_weathering,rain_1h,rain_6h,rain_24h,rain_72h,forecast_rain_24h,soil_moisture_0_7,soil_moisture_7_28,soil_moisture_28_100,humidity,temperature,population,road_criticality,target_risk_score,risk_class,data_source
10.47,2182.6,350.1,1,43.8,589.3,3.0,12.7,47.9,80.5,134.0,60.38,0.243,0.267,0.244,72.1,11.8,15000,3.0,0.8,0,LANDSLIDE_OBSERVATION_CATALOG
4.66,515.1,31.6,2,437.2,271.1,3.5,36.2,164.6,288.3,568.1,216.23,0.509,0.52,0.453,99.0,22.7,8500,1.0,6.9,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,880.5,176.5,2,845.8,219.2,4.0,4.9,4.9,18.8,82.5,14.1,0.164,0.226,0.22,62.8,20.3,8500,1.0,0.7,0,LANDSLIDE_OBSERVATION_CATALOG
27.4,1733.7,336.3,5,636.4,300.8,3.5,23.5,88.9,251.3,527.3,188.48,0.462,0.52,0.433,97.7,14.7,8500,1.0,16.8,0,LANDSLIDE_OBSERVATION_CATALOG
17.3,1117.6,136.6,3,296.2,160.1,3.0,13.3,42.7,118.5,249.5,88.88,0.292,0.36,0.3,77.8,18.7,8500,1.0,3.0,0,LANDSLIDE_OBSERVATION_CATALOG
31.27,2347.3,265.9,4,67.1,757.7,3.5,6.7,28.2,93.4,189.6,70.05,0.26,0.312,0.271,74.0,10.7,8500,2.0,7.4,0,LANDSLIDE_OBSERVATION_CATALOG
30.64,459.7,99.4,2,514.5,15.0,3.0,19.8,70.7,99.8,146.8,74.85,0.268,0.277,0.25,75.0,23.0,8500,1.0,3.6,0,LANDSLIDE_OBSERVATION_CATALOG
22.22,2275.5,338.0,2,667.0,483.5,3.5,35.6,77.4,227.3,528.5,170.48,0.431,0.52,0.434,94.1,11.2,8500,1.0,8.8,0,LANDSLIDE_OBSERVATION_CATALOG
10.12,1990.9,46.0,3,158.7,394.1,3.0,9.9,33.9,62.4,152.3,46.8,0.22,0.282,0.253,69.4,13.1,8500,2.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
10.5,20.0,69.6,4,295.2,228.8,3.0,27.5,88.7,187.1,315.1,140.32,0.379,0.412,0.331,88.1,25.9,8500,1.0,5.4,0,LANDSLIDE_OBSERVATION_CATALOG
4.11,1568.5,148.0,0,1389.2,1025.1,3.0,25.1,88.0,188.9,475.4,141.68,0.382,0.52,0.408,88.3,15.8,8500,1.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
19.73,20.0,52.5,0,656.6,79.6,3.0,21.6,81.7,146.0,324.0,109.5,0.327,0.419,0.336,81.9,25.9,8500,1.0,3.5,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,20.0,292.0,1,190.4,138.6,3.5,18.3,60.9,169.9,434.5,127.43,0.357,0.508,0.389,85.5,25.9,8500,2.0,2.8,0,LANDSLIDE_OBSERVATION_CATALOG
22.83,916.9,260.9,2,71.1,5.0,3.0,24.1,95.5,256.5,469.5,192.38,0.468,0.52,0.405,98.5,20.0,8500,2.0,7.0,0,LANDSLIDE_OBSERVATION_CATALOG
12.01,862.7,214.5,0,20.1,200.3,3.0,31.7,101.4,260.9,650.4,195.67,0.474,0.52,0.48,99.0,20.4,15000,3.0,4.8,0,LANDSLIDE_OBSERVATION_CATALOG
16.71,555.4,165.2,4,546.1,19.1,4.0,60.7,198.3,574.3,1118.2,430.72,0.55,0.52,0.48,99.0,22.4,8500,1.0,58.7,2,LANDSLIDE_OBSERVATION_CATALOG
25.0,2621.6,55.9,1,342.8,801.3,3.0,12.3,34.6,112.6,232.3,84.45,0.284,0.346,0.292,76.9,9.0,8500,1.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
30.21,1320.5,182.1,2,77.6,143.4,3.5,4.6,28.5,104.4,170.4,78.3,0.274,0.296,0.262,75.7,17.4,8500,2.0,3.2,0,LANDSLIDE_OBSERVATION_CATALOG
32.29,885.3,211.3,4,227.4,409.4,4.0,10.0,39.6,135.9,292.7,101.93,0.314,0.394,0.32,80.4,20.2,8500,2.0,12.8,0,LANDSLIDE_OBSERVATION_CATALOG
10.11,771.6,2.5,0,13.1,300.0,4.0,54.8,220.4,408.0,720.2,306.0,0.55,0.52,0.48,99.0,21.0,15000,3.0,10.5,0,LANDSLIDE_OBSERVATION_CATALOG
0.9,1571.1,90.1,1,208.2,259.9,3.0,9.2,35.5,90.0,219.5,67.5,0.255,0.336,0.285,73.5,15.8,8500,2.0,0.6,0,LANDSLIDE_OBSERVATION_CATALOG
17.58,1920.7,188.7,1,664.8,558.6,3.0,10.8,33.9,82.5,175.1,61.88,0.246,0.3,0.264,72.4,13.5,8500,1.0,1.5,0,LANDSLIDE_OBSERVATION_CATALOG
0.29,2717.8,287.1,2,196.9,119.9,3.0,38.8,115.5,243.0,478.6,182.25,0.451,0.52,0.41,96.4,8.3,8500,2.0,3.2,0,LANDSLIDE_OBSERVATION_CATALOG
19.48,1200.0,259.7,1,62.8,300.0,3.0,19.8,78.7,207.9,419.5,155.93,0.406,0.496,0.381,91.2,18.2,8500,2.0,5.1,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,522.8,330.0,0,672.7,135.7,4.0,22.5,93.5,240.7,428.3,180.52,0.448,0.503,0.386,96.1,22.6,8500,1.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
28.97,1158.7,337.7,1,152.2,1452.8,4.0,29.7,124.7,329.8,566.5,247.35,0.55,0.52,0.452,99.0,18.5,8500,2.0,13.2,0,LANDSLIDE_OBSERVATION_CATALOG
13.9,1554.6,295.7,2,199.0,469.8,3.5,8.9,28.9,79.7,126.3,59.78,0.242,0.261,0.241,72.0,15.9,8500,2.0,2.8,0,LANDSLIDE_OBSERVATION_CATALOG
22.3,1111.0,37.6,3,511.8,123.3,3.0,1.2,9.0,26.5,70.6,19.88,0.174,0.216,0.214,64.0,18.8,8500,1.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
27.46,1449.3,90.3,1,542.7,1115.5,3.0,15.2,54.1,121.2,192.0,90.9,0.295,0.314,0.272,78.2,16.6,8500,1.0,3.6,0,LANDSLIDE_OBSERVATION_CATALOG
20.44,1363.1,326.3,1,861.3,1465.6,3.0,29.9,106.4,270.8,577.1,203.1,0.487,0.52,0.457,99.0,17.1,8500,1.0,5.1,0,LANDSLIDE_OBSERVATION_CATALOG
11.97,20.0,270.3,3,343.5,580.3,3.0,0.9,17.0,46.8,96.0,35.1,0.2,0.237,0.226,67.0,25.9,8500,1.0,1.5,0,LANDSLIDE_OBSERVATION_CATALOG
45.48,1532.7,175.0,5,239.8,5.0,3.0,29.6,114.0,291.4,576.2,218.55,0.513,0.52,0.457,99.0,16.0,8500,2.0,64.1,2,LANDSLIDE_OBSERVATION_CATALOG
34.65,1648.6,284.9,4,360.0,845.1,3.5,22.9,91.8,208.3,516.6,156.23,0.407,0.52,0.428,91.2,15.3,8500,1.0,16.7,0,LANDSLIDE_OBSERVATION_CATALOG
30.65,373.3,320.5,2,1066.7,137.4,3.0,35.7,123.5,348.0,639.4,261.0,0.55,0.52,0.48,99.0,23.6,8500,1.0,33.8,1,LANDSLIDE_OBSERVATION_CATALOG
26.67,2338.7,159.4,7,297.9,18.1,3.5,13.9,49.1,138.6,306.5,103.95,0.317,0.405,0.327,80.8,10.8,8500,1.0,15.1,0,LANDSLIDE_OBSERVATION_CATALOG
23.34,1375.8,84.8,3,224.4,814.0,4.0,13.6,59.4,97.2,186.8,72.9,0.264,0.309,0.27,74.6,17.1,8500,2.0,3.4,0,LANDSLIDE_OBSERVATION_CATALOG
20.83,2713.0,217.4,1,684.9,624.3,3.5,11.3,48.2,90.2,214.4,67.65,0.255,0.332,0.283,73.5,8.4,8500,1.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
4.6,2200.4,239.9,1,670.5,2731.1,3.0,10.0,41.1,112.5,186.6,84.38,0.284,0.309,0.27,76.9,11.7,8500,1.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
29.8,1146.7,63.3,4,28.4,708.2,4.0,16.2,64.1,121.3,179.1,90.97,0.295,0.303,0.266,78.2,18.5,15000,3.0,6.4,0,LANDSLIDE_OBSERVATION_CATALOG
5.54,795.4,44.4,0,17.5,546.1,3.0,12.9,38.3,70.7,177.5,53.03,0.23,0.302,0.265,70.6,20.8,15000,3.0,0.6,0,LANDSLIDE_OBSERVATION_CATALOG
20.32,787.9,68.0,2,335.6,81.0,3.5,7.1,30.5,74.3,117.3,55.72,0.235,0.254,0.236,71.1,20.9,8500,1.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
19.7,677.3,321.8,0,142.3,507.0,3.0,20.5,50.4,87.9,233.2,65.93,0.253,0.347,0.292,73.2,21.6,8500,2.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
9.5,20.0,207.4,1,23.1,55.9,4.0,5.1,5.1,15.3,20.3,11.48,0.16,0.176,0.19,62.3,25.9,15000,3.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
5.33,1705.8,237.7,0,1078.2,146.2,3.0,28.9,120.6,257.8,611.9,193.35,0.47,0.52,0.474,98.7,14.9,8500,1.0,2.9,0,LANDSLIDE_OBSERVATION_CATALOG
36.43,1285.8,189.9,1,452.2,16.5,3.0,3.1,18.8,21.2,21.2,15.9,0.167,0.177,0.19,63.2,17.6,8500,1.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
9.37,695.0,349.1,1,25.8,614.1,4.0,29.4,121.7,376.5,664.0,282.38,0.55,0.52,0.48,99.0,21.5,15000,3.0,6.4,0,LANDSLIDE_OBSERVATION_CATALOG
27.18,427.5,357.5,0,5.0,360.2,3.0,11.9,26.1,58.6,103.3,43.95,0.215,0.243,0.23,68.8,23.2,15000,3.0,2.1,0,LANDSLIDE_OBSERVATION_CATALOG
36.27,1295.1,132.4,2,683.8,283.3,3.0,9.6,16.8,55.4,134.6,41.55,0.211,0.268,0.245,68.3,17.6,8500,1.0,4.7,0,LANDSLIDE_OBSERVATION_CATALOG
25.5,1498.1,83.1,1,96.6,681.2,3.0,41.3,143.7,289.4,544.4,217.05,0.51,0.52,0.441,99.0,16.3,8500,2.0,13.1,0,LANDSLIDE_OBSERVATION_CATALOG
12.33,460.2,174.7,1,818.1,724.3,3.0,33.3,140.7,320.5,648.1,240.38,0.55,0.52,0.48,99.0,23.0,8500,1.0,6.6,0,LANDSLIDE_OBSERVATION_CATALOG
6.79,1524.3,283.7,2,822.1,459.1,3.0,19.7,39.3,74.7,128.3,56.03,0.236,0.263,0.242,71.2,16.1,8500,1.0,1.5,0,LANDSLIDE_OBSERVATION_CATALOG
23.14,2854.2,38.0,4,126.8,66.1,3.0,43.7,121.8,354.3,675.0,265.73,0.55,0.52,0.48,99.0,7.4,8500,2.0,28.4,1,LANDSLIDE_OBSERVATION_CATALOG
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,25,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,98.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,9,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,96.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,87.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,87.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,93.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,87.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,90.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,22,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,98.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,9,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,96.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,87.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,17,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,98.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,21,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,98.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,17,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,98.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,90.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,88.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,79.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,88.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,10,45.0,120.0,4.5,12.0,35.0,95.0,170.0,57.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,94.1,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,18.0,55.0,130.0,280.0,78.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,81.8,3,ISRO_NRSC_INVENTORY
38.0,1550.0,135.0,8,45.0,120.0,4.5,35.0,75.0,160.0,240.0,96.0,0.48,0.45,0.42,92.0,18.5,22000,3.0,84.0,3,ISRO_NRSC_INVENTORY
