record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_occurred,data_source,state_encoded,district_encoded,soil_type_encoded,land_cover_encoded
TG-001362,Arunachal Pradesh,Lohit,28.02978,92.34665,83.7,11.68,1.3,Silty Clay,Dense Forest,623.5,313.5,12.1,35.8,94.7,251.2,437.2,2,2018-05-18,0,DEMO DATA,0,21,5,3
TG-004508,Meghalaya,West Khasi Hills,26.02494,89.90383,1920.1,13.86,62.3,Rocky/Gravelly,Agricultural Land,218.0,60.0,12.6,55.8,127.9,279.9,500.0,2,2022-08-07,0,DEMO DATA,3,44,3,0
TG-009626,Meghalaya,South Garo Hills,25.90652,92.73574,1577.1,10.82,191.4,Silty Clay,Dense Forest,494.1,629.9,26.5,101.2,242.9,593.5,1101.8,4,2022-10-08,1,DEMO DATA,3,34,5,3
TG-004334,Tripura,South Tripura,23.65539,92.19664,1807.7,17.75,315.6,Silty Clay,Sparse Forest,466.0,29.1,8.7,38.3,77.3,197.5,363.9,3,2023-09-19,0,DEMO DATA,7,36,5,6
TG-008336,Tripura,Gomati,23.8221,91.9678,687.0,18.69,83.7,Sandy Loam,Built-up/Urban,187.2,1932.4,5.2,0.0,0.0,21.2,34.1,0,2018-02-23,0,DEMO DATA,7,12,4,2
TG-001838,Mizoram,Lunglei,22.71878,92.28084,1664.5,15.73,134.5,Silty Clay,Built-up/Urban,405.9,1332.2,13.1,33.0,94.0,133.7,155.7,1,2025-12-02,0,DEMO DATA,4,23,5,2
TG-000287,Meghalaya,Ri Bhoi,25.01647,92.38373,332.7,51.6,177.8,Loam,Agricultural Land,469.6,789.5,17.3,44.2,137.7,287.4,598.7,2,2015-11-06,0,DEMO DATA,3,28,2,0
TG-006853,Manipur,Imphal East,25.1242,93.42678,2565.9,17.16,337.4,Laterite,Grassland,108.8,1009.2,37.6,125.0,294.4,577.6,1094.6,2,2019-02-07,1,DEMO DATA,2,13,1,4
TG-006702,Arunachal Pradesh,Tawang,27.49711,93.31303,1448.6,28.77,205.3,Laterite,Dense Forest,127.0,66.7,44.9,171.5,361.2,877.7,1574.0,4,2020-03-28,0,DEMO DATA,0,38,1,3
TG-000985,Arunachal Pradesh,Changlang,27.20295,95.82661,664.2,28.03,243.3,Loam,Agricultural Land,598.7,202.3,22.4,63.7,130.5,273.0,334.4,2,2025-06-23,0,DEMO DATA,0,3,2,0
TG-005878,Assam,Kamrup,24.19621,90.79465,1073.8,24.36,291.7,Clay Loam,Dense Forest,309.0,818.4,20.7,65.4,125.7,211.3,247.6,3,2025-12-27,0,DEMO DATA,1,16,0,3
TG-000059,Tripura,South Tripura,23.08801,91.17179,2419.1,20.59,192.6,Laterite,Built-up/Urban,847.7,558.0,9.8,50.4,109.7,314.5,638.2,4,2025-02-24,0,DEMO DATA,7,36,1,2
TG-001336,Manipur,Imphal East,25.63917,93.49526,1153.8,23.1,93.8,Rocky/Gravelly,Dense Forest,101.7,268.5,24.4,90.0,243.9,507.3,869.8,2,2023-07-28,1,DEMO DATA,2,13,3,3
TG-001010,Meghalaya,West Garo Hills,25.20638,90.32452,2030.8,34.51,49.2,Silty Clay,Sparse Forest,430.1,266.9,3.8,24.5,99.1,181.1,433.1,2,2024-03-06,0,DEMO DATA,3,42,5,6
TG-004303,Meghalaya,West Khasi Hills,25.28472,91.16445,1633.8,19.19,327.9,Silty Clay,Shrubland,41.9,991.7,28.0,102.0,289.6,511.3,841.9,3,2018-07-19,0,DEMO DATA,3,44,5,5
TG-007451,Meghalaya,Jaintia Hills,25.78788,90.62079,3052.2,45.37,125.0,Loam,Sparse Forest,25.3,90.4,32.7,85.5,196.2,442.9,802.2,0,2019-08-20,1,DEMO DATA,3,15,2,6
TG-006161,Assam,Nagaon,25.56678,94.34652,1912.1,14.73,115.3,Laterite,Sparse Forest,63.0,479.6,12.9,41.8,162.9,404.9,795.5,1,2023-08-21,0,DEMO DATA,1,25,1,6
TG-009140,Sikkim,East Sikkim,27.34982,88.08729,2911.0,19.29,186.6,Loam,Sparse Forest,232.6,112.0,12.0,43.8,123.7,324.4,536.3,3,2022-08-17,0,DEMO DATA,6,10,2,6
TG-006387,Arunachal Pradesh,Upper Siang,27.2482,93.64019,464.1,30.64,7.1,Clay Loam,Dense Forest,266.7,1105.6,29.7,95.9,194.1,335.5,579.5,0,2017-05-21,1,DEMO DATA,0,41,0,3
TG-001040,Nagaland,Kohima,26.88116,94.30716,408.7,31.18,213.0,Rocky/Gravelly,Agricultural Land,291.2,1143.9,39.6,141.3,353.2,664.3,1137.5,3,2024-01-04,0,DEMO DATA,5,19,3,0
TG-004791,Arunachal Pradesh,Tawang,28.22849,97.1256,1149.4,21.91,189.8,Sandy Loam,Agricultural Land,1770.1,119.1,18.5,63.9,130.5,235.5,399.8,5,2015-01-24,0,DEMO DATA,0,38,4,0
TG-004538,Meghalaya,East Khasi Hills,25.38264,91.06582,584.5,12.5,53.0,Loam,Dense Forest,78.9,251.9,14.0,55.9,156.5,335.4,611.2,3,2025-03-19,0,DEMO DATA,3,9,2,3
TG-003317,Meghalaya,West Garo Hills,25.94075,92.37481,458.0,31.48,158.5,Loam,Grassland,70.5,2070.2,23.2,84.8,183.3,428.8,635.8,3,2022-01-05,0,DEMO DATA,3,42,2,4
TG-003685,Arunachal Pradesh,West Kameng,27.1234,93.0124,748.1,26.335,318.8,Loam,Grassland,297.6,86.6,27.6,109.6,247.0,599.8,1224.4,1,2020-07-13,1,DEMO DATA,0,43,2,4
TG-009104,Sikkim,North Sikkim,27.0016,88.33079,1010.5,23.24,353.0,Silty Clay,Dense Forest,336.2,405.25,37.7,103.0,306.3,761.3,966.6,7,2018-07-22,0,DEMO DATA,6,26,5,3
TG-006548,Meghalaya,West Garo Hills,25.75969,92.16338,2161.8,24.06,166.3,Rocky/Gravelly,Sparse Forest,46.5,677.1,23.0,83.6,200.6,409.3,689.4,2,2018-09-11,0,DEMO DATA,3,42,3,6
TG-005164,Nagaland,Zunheboto,25.79773,95.20923,1931.0,17.9,179.9,Rocky/Gravelly,Agricultural Land,58.7,131.0,26.7,86.7,172.7,397.3,549.8,5,2016-01-24,0,DEMO DATA,5,49,3,0
TG-007067,Assam,Sonitpur,24.80269,90.44574,955.45,29.48,22.8,Loam,Sparse Forest,37.6,1032.4,18.0,60.8,105.7,257.3,433.7,1,2023-03-27,0,DEMO DATA,1,33,2,6
TG-006801,Sikkim,West Sikkim,27.49745,88.03459,2104.2,31.97,302.1,Loam,Sparse Forest,197.2,45.5,6.9,25.5,55.2,93.2,186.8,2,2019-01-21,0,DEMO DATA,6,46,2,6
TG-003454,Arunachal Pradesh,West Siang,26.83836,92.84478,2190.4,19.12,305.8,Rocky/Gravelly,Agricultural Land,26.8,271.6,4.7,22.1,75.1,178.9,317.5,2,2023-07-29,0,DEMO DATA,0,45,3,0
TG-002172,Tripura,Gomati,23.45144,91.49221,1067.6,21.39,68.0,Clay Loam,Sparse Forest,115.9,158.4,9.5,32.1,55.3,131.1,110.8,1,2019-12-31,0,DEMO DATA,7,12,0,6
TG-000837,Assam,Dibrugarh,25.37791,90.00159,351.5,0.0,294.8,Laterite,Dense Forest,480.6,28.6,8.8,26.2,101.6,216.4,320.8,0,2025-06-18,0,DEMO DATA,1,6,1,3
TG-004726,Arunachal Pradesh,Lower Subansiri,29.04521,92.2128,2509.4,22.74,135.1,Loam,Grassland,177.1,1324.4,24.8,69.9,207.0,381.9,623.8,2,2025-04-07,0,DEMO DATA,0,22,2,4
TG-004910,Mizoram,Saiha,22.43282,92.25331,885.8,36.7,183.2,Silty Clay,Sparse Forest,324.0,1243.5,34.4,136.6,403.1,803.6,1116.7,4,2015-06-07,1,DEMO DATA,4,29,5,6
TG-006412,Nagaland,Kohima,26.77181,94.79122,1217.8,18.2,250.7,Clay Loam,Agricultural Land,6.5,69.6,7.2,18.0,44.8,68.3,156.8,2,2019-08-03,0,DEMO DATA,5,19,0,0
TG-000107,Tripura,Sepahijala,24.36149,92.18299,444.7,15.44,223.3,Sandy Loam,Agricultural Land,835.2,54.2,42.3,171.5,309.9,674.2,1036.6,2,2025-04-25,0,DEMO DATA,7,31,4,0
TG-001575,Mizoram,Kolasib,23.55009,92.66841,840.7,36.98,167.2,Rocky/Gravelly,Dense Forest,895.2,1019.5,36.5,159.6,374.3,753.8,1350.5,4,2015-10-09,1,DEMO DATA,4,20,3,3
TG-003234,Meghalaya,Ri Bhoi,26.07738,92.12258,1453.9,14.38,277.7,Laterite,Sparse Forest,506.2,173.2,26.7,115.8,308.5,611.1,1234.4,2,2023-08-19,0,DEMO DATA,3,28,1,6
TG-002896,Arunachal Pradesh,Upper Siang,27.99043,93.02913,753.3,7.77,226.7,Silty Clay,Sparse Forest,131.9,123.9,16.0,70.9,149.0,347.8,596.6,0,2017-03-06,0,DEMO DATA,0,41,5,6
TG-007817,Manipur,Churachandpur,24.24596,94.60622,1570.9,23.1,268.1,Laterite,Dense Forest,109.1,227.1,11.1,40.3,109.7,244.8,328.7,0,2015-02-04,0,DEMO DATA,2,4,1,3
TG-007769,Meghalaya,East Khasi Hills,25.26062,92.41344,1428.1,18.93,226.5,Sandy Loam,Barren/Rocky,42.7,1134.2,23.9,70.5,162.0,331.4,465.9,4,2021-03-04,0,DEMO DATA,3,9,4,1
TG-005773,Meghalaya,Jaintia Hills,25.6432,91.17539,1569.8,33.34,177.1,Laterite,Barren/Rocky,190.7,785.1,13.1,57.1,125.8,359.6,487.1,3,2023-03-16,0,DEMO DATA,3,15,1,1
TG-008118,Assam,Dibrugarh,27.69957,93.68725,1379.2,25.39,246.9,Loam,Sparse Forest,229.6,117.7,26.4,99.3,190.3,413.4,601.1,2,2020-04-04,0,DEMO DATA,1,6,2,6
TG-006488,Manipur,Senapati,24.32309,93.81713,548.2,16.4,144.2,Sandy Loam,Agricultural Land,1088.1,407.7,14.0,41.0,98.7,253.1,348.6,0,2017-08-11,0,DEMO DATA,2,30,4,0
TG-000719,Mizoram,Lunglei,24.29159,93.13454,1540.4,0.0,267.7,Sandy Loam,Sparse Forest,614.4,768.4,36.2,127.2,383.5,753.6,964.3,2,2021-12-17,0,DEMO DATA,4,23,4,6
TG-010496,Assam,Dima Hasao,25.94338,94.5087,429.1,19.8,203.4,Loam,Grassland,2394.4,650.0,19.8,52.1,126.8,337.4,571.2,1,2015-08-03,0,DEMO DATA,1,7,2,4
TG-008747,Arunachal Pradesh,Changlang,28.4683,96.58212,1305.1,19.82,199.0,Laterite,Dense Forest,1796.9,1120.4,1.6,6.2,24.9,41.2,84.4,1,2017-10-23,0,DEMO DATA,0,3,1,3
TG-006160,Manipur,Imphal East,23.82494,93.63393,263.9,13.62,189.2,Clay Loam,Grassland,931.3,659.1,11.0,27.6,51.8,125.5,150.8,5,2024-08-07,0,DEMO DATA,2,13,0,4
TG-001276,Nagaland,Dimapur,25.53797,95.704,503.9,18.2,191.6,Laterite,Dense Forest,434.1,1007.3,15.5,46.7,114.4,176.1,207.7,3,2018-12-27,0,DEMO DATA,5,8,1,3
TG-004004,Assam,Dima Hasao,26.4094,92.5007,517.1,12.17,43.0,Clay Loam,Grassland,30.2,1456.1,18.2,49.0,80.5,204.1,343.2,2,2025-06-15,0,DEMO DATA,1,7,0,4
TG-002156,Mizoram,Aizawl,22.90071,93.20673,1283.3,31.57,214.3,Laterite,Dense Forest,310.0,2770.0,40.4,105.5,206.3,453.8,755.9,1,2024-04-29,1,DEMO DATA,4,0,1,3
TG-011116,Nagaland,Zunheboto,25.40961,95.19468,1202.5,1.41,240.7,Silty Clay,Grassland,116.1,1678.8,14.0,57.9,173.3,393.5,698.5,1,2025-04-05,0,DEMO DATA,5,49,5,4
TG-003327,Arunachal Pradesh,Papum Pare,28.74053,94.71617,1797.1,32.08,69.6,Laterite,Dense Forest,364.4,831.3,11.7,37.3,93.9,118.6,131.9,4,2017-10-20,0,DEMO DATA,0,27,1,3
TG-011868,Manipur,Senapati,25.30192,93.99821,810.6,21.85,213.8,Loam,Agricultural Land,242.6,126.1,2.8,11.5,38.3,81.1,211.8,1,2024-06-26,0,DEMO DATA,2,30,2,0
TG-005112,Assam,Golaghat,24.62332,92.29526,1701.0,12.75,120.2,Rocky/Gravelly,Sparse Forest,221.1,62.5,30.5,132.2,304.7,659.2,907.7,2,2020-11-26,0,DEMO DATA,1,11,3,6
TG-003473,Meghalaya,Jaintia Hills,25.39785,90.77371,2810.5,19.44,27.3,Laterite,Dense Forest,204.2,478.3,15.6,49.9,115.3,268.5,449.3,1,2025-10-17,0,DEMO DATA,3,15,1,3
TG-010060,Tripura,West Tripura,23.84577,92.00857,1083.8,24.83,329.3,Sandy Loam,Dense Forest,147.0,2207.1,15.5,46.0,95.6,231.2,356.9,1,2017-11-26,0,DEMO DATA,7,47,4,3
TG-008553,Nagaland,Kohima,26.32806,94.05014,95.5,37.15,112.9,Clay Loam,Dense Forest,285.6,244.5,10.4,27.1,79.8,184.0,239.1,1,2019-01-02,0,DEMO DATA,5,19,0,3
TG-003936,Arunachal Pradesh,Tawang,27.26663,96.61698,2635.9,19.39,27.2,Clay Loam,Grassland,137.4,618.2,14.5,57.4,174.3,343.3,575.5,1,2022-07-05,1,DEMO DATA,0,38,0,4
TG-004846,Meghalaya,West Garo Hills,25.95514,92.70775,1919.3,9.19,124.7,Loam,Grassland,1469.9,544.6,25.7,89.6,249.6,406.5,728.5,4,2024-04-15,0,DEMO DATA,3,42,2,4
TG-007612,Manipur,Senapati,25.5281,93.02165,1841.0,54.92,351.6,Rocky/Gravelly,Sparse Forest,1102.6,425.79999999999995,5.0,25.3,68.3,106.4,175.6,4,2017-09-03,0,DEMO DATA,2,30,3,6
TG-010683,Assam,Kamrup,24.70261,92.38719,2737.3,1.87,220.1,Clay Loam,Barren/Rocky,787.6,1012.3,15.2,59.1,180.9,427.3,769.2,4,2018-12-20,0,DEMO DATA,1,16,0,1
TG-011962,Arunachal Pradesh,Lower Subansiri,27.24706,97.20513,2816.3,23.62,258.1,Rocky/Gravelly,Dense Forest,114.8,1158.0,18.6,78.5,197.6,392.6,591.4,5,2019-01-18,0,DEMO DATA,0,22,3,3
TG-005359,Meghalaya,Ri Bhoi,25.60702,91.22815,1475.4,30.4,41.8,Laterite,Dense Forest,313.9,144.0,34.8,147.4,440.3,1148.0,1820.6,3,2024-06-22,0,DEMO DATA,3,28,1,3
TG-003832,Nagaland,Tuensang,26.78216,93.72877,1974.7,15.74,335.8,Laterite,Built-up/Urban,426.7,105.0,25.8,77.7,203.1,495.6,833.9,3,2019-02-01,0,DEMO DATA,5,39,1,2
TG-009330,Nagaland,Wokha,25.72809,95.25282,492.4,25.465,71.0,Laterite,Agricultural Land,689.4,859.7,8.3,36.9,88.2,199.2,338.0,3,2024-01-06,0,DEMO DATA,5,48,1,0
TG-011675,Assam,Karbi Anglong,24.85028,89.79803,481.0,38.85,184.0,Sandy Loam,Agricultural Land,48.1,53.7,9.9,42.4,111.4,179.2,297.0,3,2023-04-22,0,DEMO DATA,1,17,4,0
TG-010864,Assam,Dima Hasao,25.18636,92.9458,925.0,8.6,114.1,Laterite,Sparse Forest,33.4,285.9,30.3,69.2,144.4,291.0,502.6,1,2023-12-17,0,DEMO DATA,1,7,1,6
TG-004528,Manipur,Churachandpur,23.92247,93.78107,1219.2,12.13,199.0,Rocky/Gravelly,Built-up/Urban,509.9,572.9,12.7,46.8,127.3,285.3,389.7,4,2022-06-10,1,DEMO DATA,2,4,3,2
TG-009071,Nagaland,Zunheboto,26.9447,94.98571,1490.5,24.71,165.8,Sandy Loam,Sparse Forest,92.7,7.4,30.0,81.2,270.5,556.9,1157.0,1,2015-12-29,0,DEMO DATA,5,49,4,6
TG-000760,Tripura,Khowai,24.32777,91.82031,1524.5,7.26,345.3,Rocky/Gravelly,Dense Forest,454.8,717.3,3.3,4.2,16.4,0.0,0.0,0,2016-10-10,0,DEMO DATA,7,18,3,3
TG-003569,Arunachal Pradesh,Lohit,28.09186,94.23336,1527.2,18.77,5.3,Rocky/Gravelly,Grassland,400.1,1413.7,4.8,10.5,23.7,61.2,129.0,0,2021-04-12,0,DEMO DATA,0,21,3,4
TG-004336,Tripura,Dhalai,23.89148,91.24756,1921.1,0.0,345.3,Sandy Loam,Agricultural Land,147.3,760.6,19.2,61.5,90.6,272.1,258.1,0,2023-02-26,0,DEMO DATA,7,5,4,0
TG-002264,Assam,Sonitpur,26.56513,95.68087,76.8,20.21,309.1,Rocky/Gravelly,Agricultural Land,550.3,344.8,3.1,8.6,44.2,144.3,284.2,2,2020-02-06,0,DEMO DATA,1,33,3,0
TG-007729,Nagaland,Tuensang,26.04488,95.40074,926.1,22.4,200.0,Silty Clay,Grassland,155.9,804.1,19.8,89.2,210.3,539.7,823.6,0,2019-12-09,0,DEMO DATA,5,39,5,4
TG-009888,Manipur,Senapati,24.88248,93.05473,2167.9,17.33,302.1,Sandy Loam,Sparse Forest,532.6,242.8,4.6,44.8,43.5,92.2,147.5,1,2015-01-21,0,DEMO DATA,2,30,4,6
TG-000039,Nagaland,Dimapur,26.82296,95.76142,702.2,10.94,25.9,Laterite,Dense Forest,253.5,220.7,7.1,20.4,57.0,103.0,93.8,0,2016-03-21,0,DEMO DATA,5,8,1,3
TG-001169,Tripura,Dhalai,24.19336,91.22466,1668.4,15.66,291.8,Loam,Grassland,698.1,73.7,1.2,1.6,31.4,19.4,66.0,0,2023-02-02,0,DEMO DATA,7,5,2,4
TG-002735,Assam,Nagaon,26.03419,91.81134,2443.5,8.93,343.9,Clay Loam,Agricultural Land,477.6,559.9,21.7,72.8,164.5,258.0,345.9,0,2025-01-17,0,DEMO DATA,1,25,0,0
TG-010847,Arunachal Pradesh,Tawang,28.7032,95.29395,1315.6,13.95,241.8,Rocky/Gravelly,Barren/Rocky,154.5,540.1,10.7,33.3,95.5,157.1,311.6,0,2021-01-29,0,DEMO DATA,0,38,3,1
TG-003300,Arunachal Pradesh,Lower Subansiri,26.77288,97.17259,1867.7,16.34,250.6,Silty Clay,Built-up/Urban,911.8,455.6,45.0,203.1,600.0,1200.0,1942.0,1,2020-08-10,1,DEMO DATA,0,22,5,2
TG-003348,Arunachal Pradesh,Tawang,28.48407,97.03777,1988.6,21.03,250.1,Sandy Loam,Dense Forest,487.4,580.2,19.9,70.1,137.0,314.3,417.2,1,2021-06-29,0,DEMO DATA,0,38,4,3
TG-004122,Arunachal Pradesh,West Siang,27.21945,97.04692,2113.0,17.68,189.2,Clay Loam,Dense Forest,717.2,1561.8,15.4,80.2,193.9,458.2,703.0,2,2024-08-20,0,DEMO DATA,0,45,0,3
TG-011441,Manipur,Imphal West,25.33962,93.72007,1186.8,30.74,278.5,Sandy Loam,Shrubland,8.4,869.8,12.6,34.3,118.2,244.3,462.2,2,2022-06-26,0,DEMO DATA,2,14,4,5
TG-009446,Nagaland,Tuensang,26.57232,95.15101,3346.4,31.43,155.1,Loam,Dense Forest,588.9,39.1,22.2,65.7,205.1,373.7,690.1,2,2021-09-05,0,DEMO DATA,5,39,2,3
TG-008828,Tripura,South Tripura,23.35409,91.60618,2304.3,32.78,136.7,Rocky/Gravelly,Dense Forest,429.6,697.5,8.8,41.0,104.4,240.5,407.6,3,2025-06-07,0,DEMO DATA,7,36,3,3
TG-000226,Nagaland,Mokokchung,26.36029,93.49317,1715.1,16.16,318.4,Silty Clay,Sparse Forest,652.7,1463.8,30.2,133.9,358.0,814.4,1538.4,4,2025-06-20,1,DEMO DATA,5,24,5,6
TG-008730,Tripura,South Tripura,22.91425,91.27294,1261.7,36.87,254.4,Clay Loam,Dense Forest,75.4,225.2,16.8,47.7,80.7,220.8,391.3,2,2018-11-16,0,DEMO DATA,7,36,0,3
TG-011262,Arunachal Pradesh,West Kameng,28.68937,91.96533,2162.3,26.335,36.1,Rocky/Gravelly,Sparse Forest,226.0,49.6,34.0,102.9,281.5,689.7,1343.4,1,2015-07-18,0,DEMO DATA,0,43,3,6
TG-001233,Assam,Cachar,25.50817,91.16433,1316.3,13.51,53.5,Silty Clay,Sparse Forest,222.3,475.7,7.4,35.6,75.8,114.4,277.7,1,2017-11-08,0,DEMO DATA,1,1,5,6
TG-004993,Mizoram,Aizawl,22.41481,93.48639,1392.1,43.13,197.6,Sandy Loam,Sparse Forest,348.8,431.2,8.5,37.5,95.1,245.8,362.3,5,2022-10-11,1,DEMO DATA,4,0,4,6
TG-008199,Assam,Dibrugarh,24.79582,92.75792,647.4,16.84,198.9,Sandy Loam,Built-up/Urban,842.0,661.9,35.9,159.2,420.2,794.7,1257.3,2,2017-03-04,1,DEMO DATA,1,6,4,2
TG-006175,Assam,Karbi Anglong,27.12513,90.178,2286.6,3.14,132.8,Rocky/Gravelly,Agricultural Land,867.8,1388.3,24.1,81.6,251.4,593.6,1112.6,2,2023-05-27,0,DEMO DATA,1,17,3,0
TG-010452,Assam,Karbi Anglong,24.35353,90.50135,1451.2,0.73,37.7,Rocky/Gravelly,Sparse Forest,162.5,384.5,14.8,58.0,117.3,223.7,235.2,0,2025-02-10,0,DEMO DATA,1,17,3,6
TG-007208,Tripura,Khowai,23.41431,91.57122,2113.1,0.0,297.8,Laterite,Dense Forest,31.8,518.3,5.1,5.3,23.7,39.8,77.1,0,2023-11-11,0,DEMO DATA,7,18,1,3
TG-010871,Tripura,Khowai,23.76707,91.99491,1495.5,26.56,201.6,Laterite,Built-up/Urban,1111.6,1093.1,14.1,18.1,45.6,65.5,156.8,2,2020-02-27,0,DEMO DATA,7,18,1,2
TG-009726,Arunachal Pradesh,West Siang,27.09482,92.11518,1555.25,40.37,284.1,Laterite,Dense Forest,32.1,459.9,38.1,124.1,248.1,426.5,715.7,1,2024-04-28,0,DEMO DATA,0,45,1,3
TG-001808,Assam,Sonitpur,26.80129,93.54709,903.9,15.25,218.6,Sandy Loam,Agricultural Land,657.5,54.0,7.1,23.2,26.1,56.8,114.3,2,2016-05-03,0,DEMO DATA,1,33,4,0
TG-009048,Mizoram,Kolasib,24.46276,92.2976,1650.4,27.24,196.5,Clay Loam,Dense Forest,118.9,235.6,10.0,22.5,29.9,24.4,69.2,0,2018-03-06,0,DEMO DATA,4,20,0,3
TG-005204,Meghalaya,Ri Bhoi,25.90922,90.62912,1705.4,12.18,201.9,Laterite,Agricultural Land,486.6,727.5,9.7,19.6,58.9,89.0,158.9,1,2018-09-11,0,DEMO DATA,3,28,1,0
TG-007021,Tripura,South Tripura,24.27513,91.72936,20.0,23.18,109.2,Laterite,Agricultural Land,68.3,357.2,25.1,101.0,285.0,663.2,962.1,3,2017-12-24,1,DEMO DATA,7,36,1,0
TG-000824,Meghalaya,Jaintia Hills,25.46538,92.75165,2386.9,40.63,24.5,Rocky/Gravelly,Shrubland,793.5,265.2,26.0,119.0,292.1,546.7,925.2,4,2021-03-27,0,DEMO DATA,3,15,3,5
TG-010562,Sikkim,North Sikkim,27.62881,88.85916,1423.8,32.65,175.8,Clay Loam,Dense Forest,188.0,177.5,41.6,141.2,347.4,673.2,1055.0,3,2017-10-12,0,DEMO DATA,6,26,0,3
TG-008070,Assam,Nagaon,25.3561,94.47013,882.0,23.18,61.2,Rocky/Gravelly,Dense Forest,199.5,1242.2,5.3,28.5,87.7,197.7,358.2,2,2021-11-22,0,DEMO DATA,1,25,3,3
TG-010345,Sikkim,North Sikkim,27.84608,88.6136,1959.3,29.58,226.2,Silty Clay,Barren/Rocky,47.9,717.8,9.2,26.8,64.7,202.6,383.5,3,2023-03-27,0,DEMO DATA,6,26,5,1
TG-000506,Arunachal Pradesh,Changlang,27.69517,91.91323,3251.1,34.95,210.5,Laterite,Dense Forest,628.1,208.8,17.1,66.1,138.7,265.1,466.2,1,2017-05-25,0,DEMO DATA,0,3,1,3
TG-005994,Manipur,Churachandpur,23.82827,93.77727,2558.8,29.03,149.5,Laterite,Dense Forest,835.3,590.6,28.1,86.8,267.1,685.8,956.5,2,2015-08-31,0,DEMO DATA,2,4,1,3
TG-000040,Nagaland,Zunheboto,25.57226,95.65385,2922.2,22.29,36.1,Silty Clay,Built-up/Urban,58.2,449.7,21.9,95.2,273.6,617.0,895.1,5,2017-11-28,0,DEMO DATA,5,49,5,2
TG-008477,Tripura,South Tripura,24.0893,91.37985,211.5,29.12,59.0,Sandy Loam,Agricultural Land,200.1,417.0,16.5,70.2,169.5,360.3,626.3,1,2018-06-19,0,DEMO DATA,7,36,4,0
TG-009323,Meghalaya,West Garo Hills,25.53442,90.87339,1003.7,36.82,304.0,Silty Clay,Built-up/Urban,44.0,633.0,7.2,37.5,49.2,103.0,183.0,1,2022-04-29,0,DEMO DATA,3,42,5,2
TG-001500,Assam,Sonitpur,26.52978,92.00961,1515.5,10.59,84.9,Silty Clay,Dense Forest,76.8,330.2,21.3,85.2,184.4,451.2,874.5,2,2023-09-18,0,DEMO DATA,1,33,5,3
TG-004392,Assam,Nagaon,26.43062,94.78148,110.6,9.82,51.8,Clay Loam,Dense Forest,239.5,540.0,7.7,28.2,91.7,157.5,313.7,0,2019-04-18,0,DEMO DATA,1,25,0,3
TG-002530,Nagaland,Zunheboto,26.59509,95.24398,2728.1,18.5,17.8,Laterite,Dense Forest,167.7,265.4,47.2,148.2,379.2,736.7,986.5,0,2025-08-22,1,DEMO DATA,5,49,1,3
TG-006836,Meghalaya,West Khasi Hills,25.16739,89.85337,1076.8,18.33,156.2,Laterite,Dense Forest,1337.1,1155.7,18.6,77.0,146.5,239.7,453.0,2,2025-01-08,0,DEMO DATA,3,44,1,3
TG-006855,Tripura,South Tripura,23.44178,91.33405,227.0,7.52,126.3,Silty Clay,Agricultural Land,144.3,11.8,9.4,38.3,73.2,149.8,198.4,1,2022-11-15,0,DEMO DATA,7,36,5,0
TG-008465,Nagaland,Zunheboto,26.86203,93.7888,1388.1,22.82,136.4,Rocky/Gravelly,Dense Forest,1077.1,170.5,28.0,110.5,247.3,555.4,868.9,1,2019-12-27,0,DEMO DATA,5,49,3,3
TG-011901,Manipur,Senapati,25.42222,93.09784,1110.3,39.11,359.9,Silty Clay,Agricultural Land,2346.7,1108.7,23.3,80.6,206.6,343.3,609.5,1,2022-02-20,0,DEMO DATA,2,30,5,0
TG-010007,Mizoram,Kolasib,22.85383,93.35534,2121.9,0.0,86.1,Clay Loam,Built-up/Urban,459.6,632.9,25.9,94.7,152.5,257.4,424.6,1,2018-09-10,0,DEMO DATA,4,20,0,2
TG-006353,Mizoram,Kolasib,22.97869,93.38509,1420.5,18.31,43.0,Silty Clay,Dense Forest,746.6,382.3,6.8,25.5,53.6,149.1,252.3,2,2022-03-25,0,DEMO DATA,4,20,5,3
TG-003734,Meghalaya,East Khasi Hills,25.76109,90.62247,2558.8,40.89,323.6,Rocky/Gravelly,Shrubland,656.8,716.1,33.2,112.4,260.8,582.1,783.0,1,2021-02-25,1,DEMO DATA,3,9,3,5
TG-004635,Meghalaya,West Khasi Hills,25.24153,89.95316,2534.0,35.6,13.5,Silty Clay,Dense Forest,65.2,195.4,10.7,33.4,78.5,118.0,169.7,2,2015-12-07,0,DEMO DATA,3,44,5,3
TG-009252,Tripura,South Tripura,23.44182,91.33043,674.0,20.25,26.8,Loam,Built-up/Urban,969.5,59.5,8.5,42.6,138.9,235.1,407.3,0,2018-12-02,0,DEMO DATA,7,36,2,2
TG-009880,Sikkim,East Sikkim,27.36252,88.61867,1693.2,11.44,50.2,Loam,Dense Forest,202.1,3452.3,8.7,33.6,83.6,168.0,249.7,3,2020-10-15,0,DEMO DATA,6,10,2,3
