record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_probability_true,landslide_occurred,data_source
TG-010896,Arunachal Pradesh,Changlang,28.50496,95.04757,1894.9,13.17,135.5,Sandy Loam,Sparse Forest,636.4,401.3,24.4,65.8,176.3,389.4,629.5,4,02-05-2020,0.0422,0,DEMO DATA
TG-010897,Assam,Sonitpur,25.47641,94.40081,445.6,15.33,131.8,Sandy Loam,Agricultural Land,456.4,151.1,4.4,19.1,48.6,94.8,154.5,4,09-04-2017,0.0203,0,DEMO DATA
TG-010898,Manipur,Imphal East,25.29184,94.43585,568.1,35.54,113.5,,Grassland,140.2,951,24.8,77.6,202.8,419.5,621.5,7,07-01-2020,0.3106,1,DEMO DATA
TG-010899,Arunachal Pradesh,Changlang,27.59167,92.94899,1579.5,7.59,330.3,Clay Loam,Grassland,519.7,124.6,25.3,79.7,162.8,299,483.5,2,09-05-2018,0.0235,0,DEMO DATA
TG-010900,Tripura,Sepahijala,23.89583,91.79095,672.6,0,188.4,Laterite,Sparse Forest,248.9,218.7,35.2,123.1,395.5,665.3,994.3,1,28-01-2016,0.0711,0,DEMO DATA
TG-010901,Mizoram,Saiha,24.29513,92.43844,2178.9,15.26,29.7,Loam,Grassland,506.8,209.6,12.1,,138.7,359.7,484.5,1,16-11-2019,0.0219,0,DEMO DATA
TG-010902,Arunachal Pradesh,Upper Siang,27.45134,92.14913,259.6,0,68.3,Loam,Dense Forest,689.7,180.4,6.3,19.3,36.6,85.4,186.1,1,09-02-2017,0.0033,0,DEMO DATA
TG-010903,Arunachal Pradesh,Papum Pare,28.17252,97.38868,2234.7,14.54,207.5,Laterite,Dense Forest,310.7,2397.5,40,135.6,318.5,690,1381.7,3,02-09-2016,0.109,0,DEMO DATA
TG-010904,Assam,Kamrup,27.4444,93.27234,1691.5,10.12,308.2,Laterite,Dense Forest,691.4,168.5,10.8,40.8,104.4,159.1,187.8,2,13-12-2024,0.0122,0,DEMO DATA
TG-010905,Nagaland,Wokha,26.64562,94.93737,20,26.12,261.4,Loam,Barren/Rocky,158.7,138.6,8.8,37.5,110.2,218.2,332.4,2,14-08-2016,0.0449,0,DEMO DATA
TG-010906,Meghalaya,West Khasi Hills,25.60676,90.63303,2297.9,6.46,55.9,Clay Loam,Grassland,525.4,1102.7,13.1,62.8,151,283.9,466.9,0,22-01-2015,0.0137,0,DEMO DATA
TG-010907,Assam,Cachar,24.50556,94.90613,2413.3,33.17,328.5,Loam,Dense Forest,1435.6,866.2,22.4,74.8,178.6,426.5,542.5,1,12-01-2020,0.0369,0,DEMO DATA
TG-010908,Arunachal Pradesh,West Kameng,26.96937,94.31311,1031.1,26.88,213.2,Silty Clay,Agricultural Land,227.1,263.5,8,35.6,57.9,210.8,395.2,6,07-11-2021,0.0723,0,DEMO DATA
TG-010909,Tripura,Sepahijala,23.53354,91.30502,1722.2,18.36,267.3,Rocky/Gravelly,Agricultural Land,232.7,79.7,28.7,118.4,260.7,564.3,1071.7,4,12-01-2024,0.1685,0,DEMO DATA
TG-010910,Nagaland,Kohima,26.78078,95.17107,724.6,28.41,215.2,Laterite,Sparse Forest,2438.8,273.1,9.9,37.7,149.3,434.5,591.1,3,11-01-2022,0.0723,0,DEMO DATA
TG-010911,Mizoram,Lunglei,22.40022,92.37743,1139.9,23.31,120.7,Laterite,Dense Forest,194.3,167.3,13,63.2,152,377.9,710.3,0,26-04-2015,0.0306,0,DEMO DATA
TG-010912,Meghalaya,East Khasi Hills,25.91292,92.10196,1264.3,19.61,137,Laterite,Dense Forest,64.2,596.8,33.7,92.8,226.6,559.9,948.3,3,29-07-2024,0.0798,0,DEMO DATA
TG-010913,Nagaland,Tuensang,26.7094,94.76873,1145,16.58,212.2,Rocky/Gravelly,Dense Forest,35.7,456.9,6.9,20.9,60.3,118.6,266.5,1,07-10-2023,0.0123,0,DEMO DATA
TG-010914,Assam,Cachar,27.87347,93.30471,592.6,14.96,320,Silty Clay,Built-up/Urban,1638.2,161,16.3,53.8,148,377.7,681.1,1,06-08-2015,0.0319,0,DEMO DATA
TG-010915,Mizoram,Champhai,22.9308,93.12435,2451.4,25.82,37.8,Rocky/Gravelly,Dense Forest,529.1,1423.5,28.3,85.4,278.6,566.7,1004.4,3,20-01-2025,0.1358,0,DEMO DATA
TG-010916,Assam,Dima Hasao,24.97265,90.83756,1604.7,23.2,270.6,Clay Loam,Sparse Forest,310.6,334.8,5.8,9.4,17.2,8.3,18.5,2,21-09-2023,0.0134,0,DEMO DATA
TG-010917,Manipur,Churachandpur,24.7555,93.56083,1361.4,0,189,Silty Clay,Grassland,19.3,380.9,1.7,9.2,38.5,71.4,133,0,25-08-2024,0.0052,0,DEMO DATA
TG-010918,Assam,Karbi Anglong,27.32545,90.62305,1650.6,18.78,308.6,Rocky/Gravelly,Dense Forest,66.8,372,10.6,31.8,75.7,134.1,307.7,2,31-03-2017,0.018,0,DEMO DATA
TG-010919,Arunachal Pradesh,West Siang,27.00192,93.93928,1363,11.47,72.4,Rocky/Gravelly,Grassland,5,222,40.7,139.6,421.5,1043.4,1640.2,4,28-07-2020,0.3884,0,DEMO DATA
TG-010920,Meghalaya,South Garo Hills,25.43984,90.84085,2338.8,14.31,114.2,Loam,Agricultural Land,162.6,434.5,37.4,152.3,335.8,803.1,1534.8,4,01-07-2016,0.1981,0,DEMO DATA
TG-010921,Mizoram,Champhai,22.07633,92.82974,710.6,30.33,95.1,Sandy Loam,Grassland,327.7,379.6,41.3,105.5,335.2,622.4,816,4,14-12-2020,0.3217,0,DEMO DATA
TG-010922,Tripura,West Tripura,23.55172,91.13757,740.7,14.44,9.3,Silty Clay,Sparse Forest,472,611.3,13.4,46.4,93.3,182.3,370.9,1,17-01-2018,0.0154,0,DEMO DATA
TG-010923,Assam,Dibrugarh,24.26732,91.74054,296,21.27,87.4,Sandy Loam,Shrubland,891.7,68.6,3.9,,16,57.2,60.8,1,23-08-2025,0.0104,0,DEMO DATA
TG-010924,Arunachal Pradesh,West Kameng,28.46797,97.36451,2346,58.4,157.4,Rocky/Gravelly,Agricultural Land,29.8,384.5,14.6,50.4,137.1,343.1,393.6,4,09-05-2025,0.2818,0,DEMO DATA
TG-010925,Meghalaya,West Khasi Hills,25.26134,91.15008,2840.7,44.96,227.5,Silty Clay,Sparse Forest,164.8,614.8,16,57.7,173.9,351.2,510.4,2,04-03-2022,0.1274,0,DEMO DATA
TG-010926,Arunachal Pradesh,West Kameng,27.86966,91.83195,723.6,26.32,191.5,Clay Loam,Sparse Forest,152.2,192.3,8.3,36.8,115.4,196.8,361.6,5,28-11-2018,0.0582,0,DEMO DATA
TG-010927,Meghalaya,Jaintia Hills,25.8369,89.93146,1561.2,40.76,298.6,Laterite,Dense Forest,16.4,971.1,24.5,110.9,295.2,609.3,1031.2,2,13-06-2025,0.3882,1,DEMO DATA
TG-010928,Assam,Nagaon,26.9827,95.23384,2009.1,12.65,17.4,Rocky/Gravelly,Built-up/Urban,438.3,649.7,12.8,,95.9,120,270.5,1,17-06-2018,0.0185,0,DEMO DATA
TG-010929,Meghalaya,Jaintia Hills,26.00053,91.68907,1353.7,29.54,83.7,Loam,Sparse Forest,544.7,91.9,6.3,11.8,44.7,49.2,70.2,1,28-08-2020,0.0136,0,DEMO DATA
TG-010930,Manipur,Tamenglong,23.85371,93.18337,1738.8,30.22,148.8,Loam,Agricultural Land,879.1,45.5,36.6,,397.5,822.2,1431.9,2,14-05-2022,0.4282,1,DEMO DATA
TG-010931,Arunachal Pradesh,West Kameng,28.25323,93.56383,855.2,4.64,155.5,Sandy Loam,Built-up/Urban,225.2,834.8,17,51.1,167.2,366.1,477.2,0,18-10-2020,0.0157,0,DEMO DATA
TG-010932,Meghalaya,Jaintia Hills,25.18791,91.20837,2204.1,30.41,152,Loam,Grassland,77.8,608.9,2.6,20.8,91.2,204.1,367.2,4,18-09-2019,0.0472,0,DEMO DATA
TG-010933,Nagaland,Tuensang,25.72705,93.8875,1479.5,16.49,231.4,Loam,Dense Forest,125.3,13.5,11.2,34.8,66.7,157.3,211.7,0,02-06-2017,0.0071,0,DEMO DATA
TG-010934,Nagaland,Tuensang,26.50865,93.56894,2931.3,26.64,223.6,Clay Loam,Agricultural Land,277.8,4359.9,5.8,10.1,50.5,162.4,230.5,2,10-04-2018,0.0245,0,DEMO DATA
TG-010935,Sikkim,East Sikkim,27.10908,88.03664,622.9,26.2,56.7,Silty Clay,Built-up/Urban,562.7,459.9,8,19.5,38.5,119.8,265.7,0,22-02-2016,0.0187,0,DEMO DATA
TG-010936,Arunachal Pradesh,West Kameng,27.71606,92.14558,484,49.35,198.8,Sandy Loam,Dense Forest,26.6,519.3,11.1,40,103.2,212.2,310.6,0,17-12-2025,0.0393,0,DEMO DATA
TG-010937,Manipur,Tamenglong,24.12816,93.67589,878.2,0.49,175.8,Rocky/Gravelly,Sparse Forest,394.9,27.5,9.9,29.3,76.2,192.7,390.4,0,12-03-2025,0.0085,0,DEMO DATA
TG-010938,Meghalaya,Ri Bhoi,25.81782,91.17638,1804.8,14.34,319.7,Silty Clay,Sparse Forest,202.9,132.8,28,129.3,388.9,884.1,1635.6,4,23-01-2016,0.2803,1,DEMO DATA
TG-010939,Arunachal Pradesh,West Kameng,28.12421,92.60361,1854,0,145.1,Silty Clay,Built-up/Urban,1329.9,331.7,4.8,12.2,12.5,73.5,79.4,0,02-11-2018,0.0045,0,DEMO DATA
TG-010940,Meghalaya,East Khasi Hills,25.76418,90.17797,2026.4,30.48,196.2,Laterite,Agricultural Land,32.4,17.6,41.3,175,532.4,1046.6,1386.7,6,22-08-2016,0.8998,1,DEMO DATA
TG-010941,Arunachal Pradesh,Upper Siang,29.37001,95.20602,931.5,17.25,231.3,Laterite,Agricultural Land,1082.2,910.5,32.2,88.3,175.4,414.3,622.8,2,01-07-2019,0.0492,1,DEMO DATA
TG-010942,Sikkim,East Sikkim,27.20204,88.65735,1644.7,34.21,23.9,Clay Loam,Sparse Forest,95.7,128.8,16,33.3,78.8,166.6,301,3,19-03-2022,0.0458,1,DEMO DATA
TG-010943,Meghalaya,Ri Bhoi,25.3488,90.86295,368.1,45.59,332.4,Rocky/Gravelly,Dense Forest,16.5,1246.6,10.8,29,43,68.3,108.7,1,31-03-2017,0.0326,0,DEMO DATA
TG-010944,Arunachal Pradesh,Lower Subansiri,27.28178,96.26178,1426.8,33.62,351.2,Loam,Agricultural Land,128.9,975.1,15.9,57.3,151.7,310,515,6,22-04-2015,0.1116,0,DEMO DATA
TG-010945,Meghalaya,Jaintia Hills,25.12939,91.25249,2226.2,34.27,241.2,Rocky/Gravelly,Grassland,69.4,424.4,30.6,,158.2,208.7,254.1,3,23-01-2016,0.0849,0,DEMO DATA
TG-010946,Mizoram,Lunglei,23.16646,92.525,1570.4,44.25,303.8,Sandy Loam,Grassland,416.1,223.4,23.8,105.6,280.5,504.6,996.6,2,26-05-2017,0.4169,0,DEMO DATA
TG-010947,Assam,Golaghat,25.90165,89.99751,52.6,27.22,271.2,Rocky/Gravelly,Dense Forest,75.1,1698,24.6,89.5,181.8,341.4,483.2,3,23-10-2016,0.0606,0,DEMO DATA
TG-010948,Assam,Sonitpur,27.84494,90.10792,483,,250.9,Silty Clay,Dense Forest,79.5,1344.8,8.8,21.1,55.9,94.9,79.9,1,15-01-2025,0.0099,0,DEMO DATA
TG-010949,Assam,Dima Hasao,25.54741,95.30182,2201.1,0,25.5,Sandy Loam,Barren/Rocky,305.5,114,14.7,,185,497.3,760.6,1,09-09-2020,0.0311,0,DEMO DATA
TG-010950,Meghalaya,Ri Bhoi,25.44813,91.75827,1681,37.18,245.3,Laterite,Sparse Forest,5,156.1,21.4,75.7,152.1,377.3,488.1,5,13-02-2021,0.1516,0,DEMO DATA
TG-010951,Meghalaya,Ri Bhoi,25.98352,91.75936,2690,21.86,336.2,Sandy Loam,Shrubland,555.4,259.8,14.4,36.7,82.5,134.3,246.3,3,11-02-2021,0.0243,0,DEMO DATA
TG-010952,Mizoram,Kolasib,22.43698,92.61724,1622.1,13.66,133.3,Laterite,Agricultural Land,199.2,508.1,2.2,9.9,38,120.8,149.2,1,06-06-2025,0.0137,0,DEMO DATA
TG-010953,Assam,Sonitpur,26.1886,93.89724,980.3,31.25,285.5,Silty Clay,Dense Forest,56.8,1213.1,48.6,145.2,393.2,861.7,1580.7,1,05-02-2022,0.4005,0,DEMO DATA
TG-010954,Arunachal Pradesh,Upper Siang,27.60399,96.1131,1932.5,29.57,107.5,,Sparse Forest,123.5,333.2,19.5,69.8,187.2,402,748.6,4,22-06-2018,0.1296,0,DEMO DATA
TG-010955,Assam,Kamrup,24.27259,93.92179,1517.7,0,291.7,Laterite,Agricultural Land,187.7,5,3.5,11.2,36,64.8,39.1,0,20-05-2021,0.0058,0,DEMO DATA
TG-010956,Nagaland,Mokokchung,26.7935,95.07872,2371.8,9.96,104.6,Clay Loam,Barren/Rocky,88,113.5,12.7,52.3,144.4,346.6,584.5,2,20-08-2015,0.0426,0,DEMO DATA
TG-010957,Nagaland,Zunheboto,25.8843,95.63047,1965,15.01,247.5,Laterite,Barren/Rocky,93.1,24,41.1,188.5,513.7,1200,1764.2,0,13-12-2021,0.4735,0,DEMO DATA
TG-010958,Assam,Karbi Anglong,26.80636,94.31481,950.7,5.72,246.2,Silty Clay,Dense Forest,220,45.8,22,71.6,204.7,511.1,750.7,0,28-07-2017,0.0197,0,DEMO DATA
TG-010959,Assam,Golaghat,25.63606,89.70643,1498.3,13.55,91.8,Loam,Dense Forest,425.8,365.9,7.5,25.8,73.6,133.5,238.1,1,02-02-2025,0.0071,0,DEMO DATA
TG-010960,Tripura,South Tripura,23.17562,91.37247,1144.9,21.8,119.9,Rocky/Gravelly,Sparse Forest,953.2,,9.8,25.7,84.2,165.6,209.8,2,22-12-2024,0.0253,0,DEMO DATA
TG-010961,Arunachal Pradesh,Upper Siang,26.96821,93.25731,2253.9,15.34,220.2,Sandy Loam,Dense Forest,217,358.3,56.5,183.5,535.9,949.7,1324.4,1,05-10-2025,0.1925,1,DEMO DATA
TG-010962,Arunachal Pradesh,West Kameng,29.35829,95.97215,1620.3,16.87,196.7,Clay Loam,Agricultural Land,695.8,438.4,68.5,187.5,357.5,790.5,1324.1,3,11-03-2025,0.1991,1,DEMO DATA
TG-010963,Manipur,Imphal East,25.11197,93.57268,2251.8,17.16,59.9,Clay Loam,Dense Forest,483.7,239.2,35.8,173.5,373,928.6,1298.5,2,10-10-2018,0.1531,0,DEMO DATA
TG-010964,Meghalaya,East Khasi Hills,26.09524,90.81254,3232,16.63,60.9,Clay Loam,Dense Forest,128.4,31.2,86,366.2,600,947.7,1669.7,2,28-05-2024,0.3472,0,DEMO DATA
TG-010965,Mizoram,Serchhip,22.17994,93.38411,2240.3,20.5,252,Clay Loam,Sparse Forest,36.3,1057.7,27.6,105.5,244.5,523.9,967.5,1,18-05-2022,0.0657,0,DEMO DATA
TG-010966,Mizoram,Serchhip,24.2651,92.56254,2035.8,38.36,18,Rocky/Gravelly,Dense Forest,971.7,215.5,53.1,225.3,561.9,1191.3,1720,4,01-03-2023,0.9688,1,DEMO DATA
TG-010967,Meghalaya,Jaintia Hills,26.05298,91.64419,867,25.18,325,,Sparse Forest,1032.1,105.6,27.3,87.9,268.2,531.4,847.2,2,28-04-2016,0.1009,0,DEMO DATA
TG-010968,Nagaland,Zunheboto,26.73218,94.24997,1323.8,41.64,29.5,,Sparse Forest,185.2,1820.5,2.7,3.2,0,16,4.7,1,06-10-2020,0.0213,0,DEMO DATA
TG-010969,Nagaland,Mokokchung,25.2095,95.70853,1315.3,41.53,141.9,Rocky/Gravelly,Shrubland,534.3,696.2,17.6,74.7,207.9,496.2,914.3,2,22-01-2024,0.2282,0,DEMO DATA
TG-010970,Assam,Cachar,25.27709,94.7147,2003.5,13.49,156.5,Sandy Loam,Built-up/Urban,589.2,737.2,1.8,14.7,37.7,60.7,44.1,1,29-09-2022,0.0092,0,DEMO DATA
TG-010971,Assam,Kamrup,25.09843,91.33628,484.4,22.72,12.6,Sandy Loam,Agricultural Land,480,336,6.8,19.5,55.3,72.4,87,0,24-06-2015,0.0123,0,DEMO DATA
TG-010972,Arunachal Pradesh,Tawang,28.24003,96.53275,1174.9,38.67,299.3,Rocky/Gravelly,Dense Forest,202.5,196.4,25.4,115.7,304,700.4,1328.9,4,31-12-2020,0.5418,0,DEMO DATA
TG-010973,Tripura,West Tripura,24.12214,91.83086,1150.2,7.83,320.7,Loam,Dense Forest,77.7,706.3,16.1,55.5,149.8,290.2,425.4,0,03-12-2022,0.0083,0,DEMO DATA
TG-010974,Assam,Dibrugarh,27.72662,90.38782,,15.3,68,Laterite,Dense Forest,12.3,1332.3,5.9,11.7,47.4,92.6,166.8,3,07-01-2019,0.0133,0,DEMO DATA
TG-010975,Sikkim,West Sikkim,27.75638,88.53541,1910.2,16.75,348.6,Sandy Loam,Agricultural Land,165.7,272.6,11,46.2,122.5,269.9,469.7,1,30-03-2018,0.0234,0,DEMO DATA
TG-010976,Assam,Golaghat,24.42339,95.93419,20,19.97,211.5,Rocky/Gravelly,Barren/Rocky,737.8,261.7,16.4,60.4,149.9,307.7,461.3,2,01-03-2020,0.0668,0,DEMO DATA
TG-010977,Nagaland,Wokha,26.40769,95.60774,20,40.19,81.6,Rocky/Gravelly,Dense Forest,43.1,284.5,14.2,69.2,165.6,411.2,651.2,4,26-08-2018,0.144,1,DEMO DATA
TG-010978,Nagaland,Mokokchung,25.83163,93.51184,1526,18.14,137.7,Silty Clay,Agricultural Land,86.6,234.2,18,58.1,156.3,302.8,489.2,4,10-04-2019,0.0591,0,DEMO DATA
TG-010979,Arunachal Pradesh,Changlang,27.08586,93.07803,2802.3,36.65,127.6,Silty Clay,Barren/Rocky,324.8,387.2,24.1,118,284.1,536.9,1017.3,5,10-09-2016,0.5593,0,DEMO DATA
TG-010980,Mizoram,Aizawl,24.328,93.2701,1750.4,14.03,281.9,Laterite,Sparse Forest,13.3,431.8,28.4,87.2,183,344.6,634.2,2,24-05-2023,0.0409,0,DEMO DATA
TG-010981,Nagaland,Zunheboto,25.45568,95.25256,561.1,47.68,12.8,Laterite,Dense Forest,18,376.1,24.6,61.2,202.1,405.5,762.5,3,10-02-2021,0.2335,0,DEMO DATA
TG-010982,Meghalaya,South Garo Hills,25.08328,89.81064,1206.6,24.82,111.3,Laterite,Grassland,178.5,245.4,15.5,35.6,88.2,214.9,310.9,1,11-01-2025,0.0306,0,DEMO DATA
TG-010983,Assam,Nagaon,26.11212,90.46784,779.7,9.87,86.8,Silty Clay,Sparse Forest,360.8,414.7,39.2,,431.3,975,1570.7,3,04-01-2018,0.2478,0,DEMO DATA
TG-010984,Sikkim,West Sikkim,27.69512,88.80131,2202.7,23.41,142.4,Silty Clay,Dense Forest,5,1666.5,32,112.8,291.8,796.4,1193.3,3,14-01-2020,0.1481,0,DEMO DATA
TG-010985,Mizoram,Kolasib,22.43991,92.49407,3225.6,12.99,241.7,Rocky/Gravelly,Sparse Forest,124.7,451.6,14.2,64.6,129.6,294.1,443.7,0,19-12-2025,0.021,0,DEMO DATA
TG-010986,Arunachal Pradesh,Papum Pare,27.08601,91.85676,31,19.39,184,Clay Loam,Built-up/Urban,682.9,789.4,8.7,32.7,96.6,217.8,418.2,5,08-01-2015,0.0494,0,DEMO DATA
TG-010987,Assam,Sonitpur,25.91547,93.592,1781,12.35,351.4,Rocky/Gravelly,Shrubland,826.8,840.6,2,4.8,16.8,93,160.6,0,22-05-2022,0.0083,0,DEMO DATA
TG-010988,Tripura,Dhalai,23.68617,91.22253,1773.7,24.23,161.8,Sandy Loam,Sparse Forest,344.2,825.8,20.4,61.9,107.4,194.5,310.7,1,24-05-2015,0.0201,0,DEMO DATA
TG-010989,Assam,Sonitpur,24.77574,91.16374,20,14.47,121,Sandy Loam,Dense Forest,261.1,1991.5,1,12.9,16.2,52.5,75.4,1,03-04-2025,0.0053,0,DEMO DATA
TG-010990,Mizoram,Champhai,24.1509,92.65217,2016.8,19.16,46.6,Laterite,Grassland,121.7,287.2,19.5,72.2,197.7,349.3,617,2,29-06-2017,0.0591,1,DEMO DATA
TG-010991,Tripura,Sepahijala,23.12717,91.17753,1368.3,5.96,122,Sandy Loam,Barren/Rocky,28.6,75.8,15.6,44.1,151.9,301.8,569.6,4,26-02-2024,0.0439,0,DEMO DATA
TG-010992,Tripura,Sepahijala,24.07244,91.83731,752.3,12.24,194.4,Sandy Loam,Shrubland,28.9,332.1,8.9,17.4,33.2,54.7,186.3,1,12-04-2021,0.0085,0,DEMO DATA
TG-010993,Manipur,Imphal East,24.24014,94.13003,209.5,21.55,236.7,Laterite,Dense Forest,391.5,529.6,15.3,53.5,103.9,150.4,183,2,10-09-2025,0.0201,0,DEMO DATA
TG-010994,Assam,Karbi Anglong,27.73108,90.26584,663.2,0,10.6,Sandy Loam,Dense Forest,136,569.5,5.5,17,15.9,70.3,133.6,0,21-07-2023,0.0028,0,DEMO DATA
TG-010995,Assam,Cachar,25.71537,95.84118,1012.4,6.13,164.8,Clay Loam,Built-up/Urban,46,61.4,39.7,114.7,241.9,562.2,841.7,0,25-03-2021,0.0397,0,DEMO DATA
TG-010996,Nagaland,Mokokchung,26.97475,94.56544,1900.6,39.38,269.4,Loam,Dense Forest,170,34.1,23.7,87.3,151.2,387.3,567.6,2,07-10-2025,0.0565,0,DEMO DATA
TG-010997,Nagaland,Zunheboto,25.90267,93.53138,549.4,28.07,29.8,Laterite,Agricultural Land,202.9,381.4,9.8,31.6,77.3,144.3,158.7,1,15-08-2018,0.0306,0,DEMO DATA
TG-010998,Mizoram,Serchhip,22.13425,92.59054,1212.9,41.59,11.3,Sandy Loam,Agricultural Land,74.4,82.6,6.1,3.6,0.2,0,0,5,02-05-2022,0.0506,1,DEMO DATA
TG-010999,Assam,Sonitpur,25.96091,94.15144,688.8,9.47,343.1,Sandy Loam,Barren/Rocky,365.6,746.2,12.9,24.8,76,199.2,323,1,28-11-2022,0.0164,0,DEMO DATA
TG-011000,Meghalaya,South Garo Hills,25.0998,91.8578,2198.4,28.86,83.5,Rocky/Gravelly,Dense Forest,94.4,546.2,46.2,154.6,432.1,788.2,1263.7,3,01-04-2016,0.4696,0,DEMO DATA
TG-011001,Arunachal Pradesh,West Kameng,28.67992,94.72557,2196.2,31.82,334,Rocky/Gravelly,Dense Forest,108,309.6,12.3,44.4,95.9,190.3,388.6,2,09-08-2022,0.0376,0,DEMO DATA
TG-011002,Tripura,South Tripura,24.45996,91.63404,1491,11.36,245.8,Sandy Loam,Grassland,129.2,846.3,4.6,26.2,70,93.4,191.4,1,24-02-2025,0.0097,0,DEMO DATA
TG-011003,Arunachal Pradesh,Papum Pare,28.16052,92.20406,605.8,28.64,158.9,Sandy Loam,Sparse Forest,1252.3,33.6,6.1,15.4,45.1,93.4,200,3,17-06-2025,0.0227,0,DEMO DATA
TG-011004,Nagaland,Zunheboto,25.22166,95.38941,424.6,29.24,300.9,Rocky/Gravelly,Shrubland,103.4,313.4,20.6,76.8,243,566.9,877,0,30-12-2021,0.1273,0,DEMO DATA
TG-011005,Meghalaya,East Khasi Hills,25.21116,91.13979,835.5,15.18,11.6,Sandy Loam,Agricultural Land,738.8,908.5,48.5,128.5,388.9,865.4,1771.8,3,13-04-2024,0.2341,0,DEMO DATA
TG-011006,Sikkim,East Sikkim,27.03074,88.28187,1027.6,27.44,292.1,Clay Loam,Dense Forest,129.3,1157.7,18.2,58.8,146.6,331.1,594,2,25-06-2017,0.0366,0,DEMO DATA
TG-011007,Meghalaya,Ri Bhoi,26.05071,91.47593,2623.7,18.51,354.4,Rocky/Gravelly,Barren/Rocky,171.9,576.2,7.2,33.5,97.2,164.4,218.4,4,29-08-2024,0.0588,0,DEMO DATA
TG-011008,Tripura,South Tripura,23.69066,91.83286,20,17.03,174.4,Sandy Loam,Grassland,693.2,454.1,11.1,44.6,158.7,297.3,512.1,5,17-09-2025,0.0534,0,DEMO DATA
TG-011009,Tripura,West Tripura,23.91676,92.00698,583,7.95,86.6,Clay Loam,Grassland,967,1676.2,12.4,32.7,75.6,102.5,125.6,1,08-04-2015,0.0081,0,DEMO DATA
TG-011010,Arunachal Pradesh,Lohit,28.55435,96.297,1632.5,16.06,285.9,Laterite,Agricultural Land,409.5,1649.6,12.6,47.8,107.7,181.1,291.7,1,06-09-2017,0.0199,0,DEMO DATA
TG-011011,Arunachal Pradesh,Papum Pare,27.12067,95.74535,1529.2,42.47,120.6,Clay Loam,Sparse Forest,104.6,327.4,13.2,41.2,124.4,298.6,441.6,5,28-08-2020,0.1274,0,DEMO DATA
TG-011012,Nagaland,Kohima,25.38609,94.5062,1419.9,20.81,251.2,Silty Clay,Dense Forest,520.1,80.1,9,33.3,102.4,242.1,364.5,0,07-01-2018,0.0143,0,DEMO DATA
TG-011013,Tripura,Gomati,23.86604,91.69097,2735,9.01,162,Rocky/Gravelly,Built-up/Urban,85.6,1473.5,26.3,88.3,144.5,248.7,402.3,2,31-03-2021,0.0288,0,DEMO DATA
TG-011014,Arunachal Pradesh,Papum Pare,27.51964,93.21863,1394.8,40.22,305.9,Silty Clay,Shrubland,134,379.7,26.2,101.9,293.3,718.9,1413.1,2,12-11-2021,0.5103,1,DEMO DATA
TG-011015,Arunachal Pradesh,Papum Pare,29.21353,96.10576,1510.4,13.27,355.1,Sandy Loam,Sparse Forest,85.3,568.3,13.8,55.5,165.7,283.2,543.3,2,02-12-2022,0.0247,0,DEMO DATA
TG-011016,Arunachal Pradesh,Lohit,28.4951,92.87039,1027.9,35.51,92.2,Silty Clay,Agricultural Land,613.2,1453.1,2.3,4.9,44.4,62.2,33.4,1,30-07-2015,0.0242,0,DEMO DATA
TG-011017,Meghalaya,South Garo Hills,25.83165,92.12262,1734,31.9,154.2,Loam,Dense Forest,268.8,672.6,16.4,65.8,171.5,369.7,527.4,3,20-03-2023,0.05,0,DEMO DATA
TG-011018,Arunachal Pradesh,Changlang,26.6193,97.04051,2003.5,46.97,180.3,Silty Clay,Grassland,183.5,409.7,26.2,108.7,317.4,672.3,1222.6,6,25-05-2019,0.8434,1,DEMO DATA
TG-011019,Mizoram,Saiha,21.95731,93.47763,2798.8,49.61,343.8,Clay Loam,Grassland,410.8,1418.1,1.9,8.2,17.7,0,0,2,06-01-2017,0.0413,0,DEMO DATA
TG-011020,Meghalaya,Jaintia Hills,25.00127,90.2971,1989.4,23.3,175.9,Loam,Dense Forest,6.3,27,4.5,12.8,41.5,110,199.9,1,17-05-2017,0.01,0,DEMO DATA
TG-011021,Mizoram,Kolasib,23.44402,92.59518,2134.9,40.1,268.2,Sandy Loam,Agricultural Land,244.3,215.8,24,70.7,155.2,255.7,413.8,2,15-05-2018,0.0772,0,DEMO DATA
TG-011022,Mizoram,Aizawl,24.06503,92.42709,1267.9,23.68,136.2,Sandy Loam,Dense Forest,80.3,97.4,16.8,73,232.2,581.8,1119.3,2,24-09-2023,0.0726,0,DEMO DATA
TG-011023,Meghalaya,Ri Bhoi,25.68634,91.98071,1135.7,19.04,230.3,Sandy Loam,Sparse Forest,54.5,984.1,54.4,145.2,398.7,806.5,1096.9,0,10-02-2017,0.1149,0,DEMO DATA
TG-011024,Sikkim,South Sikkim,27.664,88.01378,1040.9,38.46,171.6,Sandy Loam,Barren/Rocky,120.4,81.8,13.9,64.4,214.9,492.5,898.4,6,01-10-2024,0.41,1,DEMO DATA
